date,open,high,low,close,adjClose,changePercent,volume,vwap,return,return_squared,realized_vol,implied_vol,news_sentiment,press_sentiment,weighted_average_sentiment
2018-09-07,67.25,69.23,66.8,67.96,67.37,1.0631910780669136,29542000,68.0,-0.0032267527134058,1.041193307347227e-05,0.0151146354296207,0.0121084355766085,,,0.0
2018-09-10,68.19,68.98,67.75,68.68,68.08,0.718562923425423,22014000,68.47,0.0105944673337259,0.0001122427380853,0.015169779203366,0.0148101356728855,,,0.0
2018-09-11,68.21,69.1,68.0,68.2,67.6,-0.0219878338774704,24311200,68.43,-0.0069889341875364,4.8845201077715545e-05,0.0126407794121442,0.0150540441675967,,,0.0
2018-09-12,67.8,68.0,65.48,67.05,66.46,-1.1025450628335005,41909200,66.84,-0.0168621700879766,0.0002843327800758,0.0122847208276077,0.0155320306534017,0.0,,0.0
2018-09-13,67.71,68.75,67.54,67.83,67.24,0.1772177613360517,30553600,68.04,0.0116331096196868,0.0001353292394236,0.0121084355766084,0.0128472783341832,0.0,,0.0
2018-09-14,68.75,69.78,68.38,69.11,68.5,0.5236554208853007,38693600,69.09,0.0188707061772077,0.0003561035516265,0.0148101356728854,0.0153469796519508,,,0.0
2018-09-17,68.85,69.35,68.29,68.48,67.88,-0.5337690786860918,20552800,68.7,-0.0091159021849225,8.309967264507537e-05,0.0150540441675967,0.0087997185842575,,,0.0
2018-09-18,68.52,69.56,67.69,67.75,67.16,-1.1200729850789497,29952000,68.33,-0.010660046728972,0.0001136365962638,0.0155320306534016,0.0120210595609683,,,0.0
2018-09-19,67.57,68.18,67.06,68.0,67.4,0.6327095408018354,22486000,67.74,0.0036900369003689,1.3616372326084516e-05,0.0128472783341831,0.013500618913114,0.0,,0.0
2018-09-20,66.76,67.19,66.03,66.57,65.98,-0.288331037109057,43058400,66.6,-0.0210294117647059,0.0004422361591695,0.0153469796519508,0.0131795746542709,,,0.0
2018-09-21,66.69,67.15,65.53,65.86,65.28,-1.2408141778133446,43512800,66.18,-0.0106654649241398,0.000113752142048,0.0087997185842574,0.0089473332028978,,,0.0
2018-09-24,65.55,66.46,64.67,66.43,65.84,1.3348588252543634,29391200,65.85,0.0086547221378683,7.490421528370818e-05,0.0120210595609682,0.0219593915685794,0.0,,0.0
2018-09-25,67.09,67.36,66.23,67.1,66.51,0.0149077767993111,28038800,66.9,0.0100858046063523,0.0001017234545575,0.013500618913114,0.0228806381412114,,,0.0
2018-09-26,67.15,67.56,66.57,66.73,66.14,-0.629154573792764,26854800,66.95,-0.0055141579731742,3.0405938153120904e-05,0.0131795746542708,0.0260207619789075,,,0.0
2018-09-27,67.08,67.3,66.53,66.85,66.26,-0.350303351722487,21442800,66.89,0.0017982916229579,3.2338527612008113e-06,0.0089473332028977,0.0250023121489346,0.0,,0.0
2018-09-28,68.18,70.48,67.9,70.25,69.64,3.039627336649706,70939600,69.55,0.0508601346297681,0.0025867532945581,0.0219593915685793,0.0309437302075007,,,0.0
2018-10-01,71.04,73.01,70.65,72.34,71.7,1.8299478909072584,62206000,72.0,0.0297508896797153,0.0008851154367345,0.0228806381412114,0.0249737330543051,,,0.0
2018-10-02,72.06,73.19,71.39,71.62,70.99,-0.6140461405030397,38396400,72.07,-0.0099529997235278,9.906220349654468e-05,0.0260207619789075,0.013541905555293,,,0.0
2018-10-03,72.33,72.4,70.63,71.68,71.05,-0.8952011365905899,32055200,71.57,0.0008377548170901,7.018331335577367e-07,0.0250023121489346,0.0152248778325964,,,0.0
2018-10-04,71.32,71.56,69.04,69.82,69.21,-2.096252761086109,39122000,70.14,-0.0259486607142859,0.0006733329928651,0.0309437302075007,0.0279290206754809,,,0.0
2018-10-05,69.57,70.2,66.89,67.46,66.87,-3.0292226661619854,42663600,68.18,-0.0338012030936694,0.0011425213305794,0.024973733054305,0.0283325560192033,,,0.0
2018-10-08,66.63,67.79,65.02,66.44,65.86,-0.2739257035647234,40861200,66.42,-0.0151200711532759,0.0002286165516801,0.0135419055552929,0.0463110772839406,,,0.0
2018-10-09,66.24,67.19,65.7,66.39,65.8,0.2264678761007389,27350000,66.43,-0.0007525586995785,5.663445963113974e-07,0.0152248778325963,0.0479133819854919,,,0.0
2018-10-10,65.32,65.78,61.4,61.42,60.88,-5.959581843081027,68494000,62.87,-0.0748606717879198,0.0056041201805386,0.0279290206754809,0.0566147776548996,,,0.0
2018-10-11,60.54,61.89,58.56,58.78,58.26,-2.9070471156625404,72543600,59.75,-0.0429827417779224,0.0018475160907475,0.0283325560192033,0.0456095870027676,0.0,,0.0
2018-10-12,61.38,62.38,59.91,61.63,61.09,0.4195332234048878,60823600,61.31,0.0484858795508675,0.0023508805158212,0.0463110772839406,0.0406093694693903,,,0.0
2018-10-15,61.5,61.5,58.83,58.85,58.33,-4.317071544715442,44976000,59.73,-0.0451079019957813,0.002034722822461,0.0479133819854919,0.0361774188724903,,,0.0
2018-10-16,59.98,61.57,59.49,61.46,60.92,2.459053972710512,40871200,60.84,0.0443500424808835,0.0019669262680561,0.0566147776548996,0.0324435658340471,,,0.0
2018-10-17,62.08,62.47,60.27,60.76,60.23,-2.126117453911854,32966800,61.17,-0.0113895216400912,0.0001297212031901,0.0456095870027676,0.0227407592023948,,,0.0
2018-10-18,61.47,61.85,59.27,59.88,59.36,-2.5746359716912113,52402000,60.34,-0.0144832126398946,0.0002097634483724,0.0406093694693903,0.0400693026577524,,,0.0
2018-10-19,60.44,60.64,56.92,57.29,56.79,-5.2076423760364445,61360800,58.29,-0.0432531730126921,0.0018708369756658,0.0361774188724902,0.0540632498201694,,,0.0
2018-10-22,57.82,58.83,56.77,57.81,57.3,-0.0259425804220002,36884400,57.8,0.0090766276837144,8.238517010877104e-05,0.0324435658340471,0.0542858230893727,,,0.0
2018-10-23,55.11,56.05,54.18,55.26,54.78,0.2858068424736021,62643600,55.16,-0.0441100155682409,0.0019456934734304,0.0227407592023948,0.0518125086864932,0.0,,0.0
2018-10-24,54.88,55.35,49.71,49.85,49.41,-9.156754756626215,88428800,51.64,-0.0979008324285196,0.009584572990197,0.0400693026577524,0.0795932099345564,0.0,,0.0
2018-10-25,48.87,52.44,48.42,51.96,51.5,6.328334782831132,95172000,50.94,0.0423269809428283,0.0017915733157345,0.0540632498201694,0.0660283577781646,,,0.0
2018-10-26,49.58,51.21,48.28,49.57,49.14,-0.0100872373574149,66478400,49.69,-0.0459969207082371,0.0021157167146398,0.0542858230893727,0.0652484528102964,,,0.0
2018-10-29,51.0,51.03,44.0,46.4,46.0,-9.005347144363022,75801600,47.15,-0.0639499697397619,0.0040895986297164,0.0518125086864931,0.0596218413892189,0.2023,,0.2023
2018-10-30,46.64,50.85,46.4,50.75,50.3,8.818008923762873,80719200,49.33,0.09375,0.0087890625,0.0795932099345564,0.0450600057825729,,,0.0
2018-10-31,52.41,53.15,51.0,52.71,52.24,0.5628466706547812,74577200,52.29,0.0386206896551724,0.0014915576694411,0.0660283577781646,0.0264609303556839,0.0,,0.0
2018-11-01,53.08,54.62,51.8,54.53,54.05,2.736691422766065,56652800,53.65,0.0345285524568392,0.0011922209347647,0.0652484528102963,0.0209894748909474,,,0.0
2018-11-02,54.43,55.5,52.55,53.73,53.26,-1.2905874485020483,45296000,53.93,-0.0146708233999633,0.0002152330592329,0.0596218413892189,0.0181231297647898,,,0.0
2018-11-05,53.6,53.83,51.32,52.94,52.48,-1.2220700592378313,37933200,52.7,-0.0147031453564117,0.0002161824833717,0.0450600057825729,0.0184480733415834,,,0.0
2018-11-06,52.86,53.71,52.39,52.76,52.3,-0.1844407696276269,29901200,52.96,-0.0034000755572346,1.1560513794904511e-05,0.0264609303556839,0.0367503901676827,,,0.0
2018-11-07,53.44,54.35,52.79,53.45,52.98,0.0187097076023449,48381200,53.53,0.0130780894617135,0.0001710364239685,0.0209894748909473,0.0495336965275682,,,0.0
2018-11-08,52.85,52.86,50.96,51.5,51.04,-2.5591240325117885,51135200,51.77,-0.0364826941066417,0.0013309869692787,0.0181231297647897,0.0478342071948057,,,0.0
2018-11-09,50.6,52.33,50.26,51.42,50.96,1.6156166646488752,41324000,51.34,-0.0015533980582523,2.4130455273822847e-06,0.0184480733415833,0.0490551577258818,,,0.0
2018-11-12,50.49,50.72,47.17,47.38,46.97,-6.159027748470689,61711600,48.42,-0.0785686503306106,0.0061730328147737,0.0367503901676827,0.096093400314536,0.5574,,0.5574
2018-11-13,48.37,51.05,48.31,49.83,49.39,3.0079031886319116,64471200,49.73,0.0517095821021527,0.0026738808811792,0.0495336965275682,0.1019199426887614,0.0,,0.0
2018-11-14,51.58,51.72,48.21,49.3,48.86,-4.415899090336428,52658000,49.74,-0.0106361629540437,0.0001131279623849,0.0478342071948057,0.0970361968385875,,,0.0
2018-11-15,49.24,51.33,48.88,50.6,50.15,2.7621244531530675,84070800,50.27,0.0263691683569979,0.0006953330398397,0.0490551577258817,0.0953807082368387,-0.4019,,-0.4019
2018-11-16,40.83,42.67,40.4,41.11,40.75,0.6796374881392347,196352000,41.39,-0.1875494071146245,0.0351747801090471,0.096093400314536,0.0906097552637435,,,0.0
2018-11-19,40.45,40.46,36.16,36.17,35.86,-10.563073641786207,169782000,37.6,-0.1201654098759424,0.0144397257306532,0.1019199426887614,0.0680787778789196,0.0,,0.0
2018-11-20,33.51,38.56,33.33,37.27,36.94,11.203941853019298,169203200,36.39,0.0304119435996683,0.0009248863135094,0.0970361968385874,0.0319554787354554,,,0.0
2018-11-21,38.65,38.83,35.9,36.18,35.86,-6.409253819926369,102549600,36.97,-0.0292460423933459,0.0008553309956733,0.0953807082368387,0.0338056395319099,0.2023,,0.2023
2018-11-23,35.83,37.4,35.7,36.25,35.93,1.1792645643504085,41196800,36.45,0.0019347705914869,3.7433372416827434e-06,0.0906097552637435,0.030050460248111,,,0.0
2018-11-26,37.47,38.37,36.64,38.26,37.93,2.1082153579291583,81483200,37.76,0.0554482758620689,0.003074511296076,0.0680787778789196,0.0298587407083641,,,0.0
2018-11-27,38.0,39.25,37.64,38.43,38.09,1.1381552631578946,73806000,38.44,0.0044432828018818,1.974276205749935e-05,0.0319554787354554,0.0265409742768688,,,0.0
2018-11-28,39.62,40.07,38.28,40.02,39.67,1.0032887683818477,80452400,39.46,0.0413739266198283,0.0017118018039429,0.0338056395319099,0.0518338109022115,,,0.0
2018-11-29,40.0,40.38,39.03,39.34,39.03,-1.6499999999999917,54917200,39.58,-0.0169915042478761,0.0002887112166055,0.030050460248111,0.0480401170757686,0.5859,,0.5859
2018-11-30,39.44,40.97,38.93,40.86,40.54,3.6006288431061795,72956400,40.25,0.0386375190645651,0.0014928578794646,0.0298587407083641,0.0566859774151843,,,0.0
2018-12-03,43.15,43.67,41.83,42.51,42.18,-1.4832073472441496,89080400,42.67,0.040381791483113,0.0016306890833856,0.0265409742768687,0.0546868080513289,,,0.0
2018-12-04,42.06,42.11,39.13,39.28,38.97,-6.615551435673995,81211200,40.17,-0.0759821218536813,0.0057732828413876,0.0518338109022115,0.0457174197758721,,,0.0
2018-12-06,37.86,39.62,37.7,39.57,39.26,4.523235485387351,69230800,38.97,0.0073828920570264,5.4507095125704526e-05,0.0480401170757686,0.0372208491189795,,,0.0
2018-12-07,39.62,39.72,36.4,36.9,36.61,-6.84715855877022,68167600,37.67,-0.067475360121304,0.0045529242234996,0.0566859774151843,0.0364908387864106,,,0.0
2018-12-10,36.45,38.22,36.41,37.97,37.67,4.156375743309316,62947200,37.53,0.0289972899728996,0.0008408428257724,0.0546868080513289,0.0206620442776438,0.25,,0.25
2018-12-11,38.89,38.97,36.25,37.05,36.76,-4.737716758491061,67191200,37.42,-0.0242296549907822,0.0005870761809723,0.045717419775872,0.0126340834023589,,,0.0
2018-12-12,37.1,38.2,36.21,37.22,36.93,0.3234011588734739,65413600,37.21,0.0045883940620783,2.105336006891575e-05,0.0372208491189795,0.0173283905404443,,,0.0
2018-12-13,37.7,38.35,36.86,37.22,36.93,-1.2600252674594117,47138400,37.48,0.0,0.0,0.0364908387864106,0.0296464293406596,,,0.0
2018-12-14,36.8,37.65,36.38,36.61,36.33,-0.5162773987485886,47182000,36.88,-0.0163890381515313,0.0002686005715323,0.0206620442776438,0.0287757193307324,,,0.0
2018-12-17,36.31,37.04,35.31,35.9,35.61,-1.142938552934759,66286800,36.08,-0.0193936083037421,0.0003761120430389,0.0126340834023588,0.0303300263655546,,,0.0
2018-12-18,36.34,37.58,36.06,36.74,36.45,1.0939084365237772,56437200,36.79,0.0233983286908079,0.000547481785523,0.0173283905404443,0.0303394328359225,,,0.0
2018-12-19,36.4,36.94,34.11,34.63,34.36,-4.85643907130101,74536400,35.22,-0.057430593358737,0.0032982730535366,0.0296464293406595,0.0400760214588436,,,0.0
2018-12-20,34.54,35.45,33.17,33.78,33.51,-2.221894767315615,74958800,34.13,-0.0245451920300318,0.0006024664517911,0.0287757193307324,0.0338985851041968,0.4939,,0.4939
2018-12-21,34.04,34.38,32.12,32.39,32.14,-4.846876698244832,86374000,32.96,-0.0411486086441681,0.0016932079933509,0.0303300263655545,0.03492213389744,,,0.0
2018-12-24,31.62,32.49,31.13,31.77,31.52,0.4664432118410322,46384000,31.8,-0.0191417104044459,0.0003664050772076,0.0303394328359224,0.027385587336902,,0.4393,0.4393
2018-12-26,32.24,33.28,31.12,33.28,33.01,3.2263098114996303,69510000,32.56,0.0475291155177841,0.0022590168219028,0.0400760214588435,0.0236410506033036,0.0,0.26115,0.10446
2018-12-27,32.75,33.1,31.3,32.79,32.54,0.1374120119883258,63704400,32.39,-0.0147235576923077,0.0002167831511187,0.0338985851041968,0.0330791768775163,,0.17,0.17
2018-12-28,33.0,34.35,32.58,33.41,33.15,1.2499939393939374,62872800,33.45,0.0189082037206465,0.0003575201679414,0.03492213389744,0.0452304250023195,,0.34,0.34
2018-12-31,33.85,34.18,33.06,33.38,33.11,-1.4032438052138123,46514000,33.54,-0.0008979347500746,8.062868153915391e-07,0.027385587336902,0.0495470852328968,,,0.0
2019-01-02,32.66,34.62,32.51,34.06,33.79,4.271279853031241,50875200,33.73,0.0203714799281007,0.000414997194461,0.0236410506033035,0.0525530030160497,,-0.4215,-0.4215
2019-01-03,33.45,33.79,31.92,32.0,31.75,-4.335149373504714,70555200,32.57,-0.0604815032295948,0.0036580122329114,0.0330791768775163,0.052523651064371,,0.0,0.0
2019-01-04,32.74,34.43,32.42,34.05,33.78,4.009469863770587,58562000,33.63,0.0640624999999999,0.0041040039062499,0.0452304250023195,0.0348170180241989,,,0.0
2019-01-07,34.63,36.22,34.11,35.85,35.57,3.5379003610108284,70916000,35.39,0.0528634361233482,0.0027945428787673,0.0495470852328968,0.0278325490946499,-0.3818,-0.1531,-0.29031999999999997
2019-01-08,36.67,36.7,34.22,34.96,34.68,-4.676531333382455,78601600,35.29,-0.0248256624825662,0.0006163135176982,0.0525530030160497,0.0199943626108699,,,0.0
2019-01-09,35.47,36.12,34.97,35.65,35.37,0.4792163765590734,61726000,35.58,0.019736842105263,0.000389542936288,0.052523651064371,0.011116185116744,,,0.0
2019-01-10,35.45,36.4,34.84,36.31,36.02,2.418894148973366,52315600,35.85,0.0185133239831698,0.0003427431649058,0.0348170180241989,0.0137674344951642,,,0.0
2019-01-11,36.08,37.44,35.8,37.21,36.92,3.117854915817917,87476400,36.82,0.02478656017626,0.0006143735653713,0.0278325490946499,0.0139210264486277,,,0.0
2019-01-14,36.68,37.87,36.44,37.61,37.32,2.535444383860407,73016800,37.31,0.0107497984412792,0.0001155581665281,0.0199943626108699,0.0169533444295889,0.0,,0.0
2019-01-15,37.94,38.34,37.28,37.47,37.17,-1.2453874866997328,61701200,37.7,-0.0037224142515288,1.3856367859985168e-05,0.011116185116744,0.0327828542122819,,-0.2263,-0.2263
2019-01-16,37.74,38.08,37.15,37.21,36.92,-1.4108789825793109,47010400,37.48,-0.0069388844408859,4.814811728396944e-05,0.0137674344951642,0.0328363451497089,,,0.0
2019-01-17,36.88,38.33,36.6,37.93,37.63,2.854046582714298,49343600,37.62,0.0193496371943024,0.0003744084595511,0.0139210264486277,0.0411499321785026,,,0.0
2019-01-18,38.43,39.49,37.91,39.23,38.93,2.0815690387450467,65133600,38.88,0.0342736620089638,0.0011746839075046,0.0169533444295888,0.0410084796157761,,-0.25,-0.25
2019-01-22,38.93,39.04,36.89,37.19,36.9,-4.457005743651357,66155200,37.71,-0.0520010196278358,0.0027041060423345,0.0327828542122818,0.0753779962989498,,,0.0
2019-01-23,37.75,38.65,37.01,37.32,37.03,-1.1324556291390646,59102000,37.66,0.0034955633234741,1.2218962948417404e-05,0.0328363451497089,0.0748766809533079,0.6597,,0.6597
2019-01-24,38.17,39.64,38.13,39.46,39.15,3.366077363878919,70897200,39.07,0.0573419078242229,0.0032880943929216,0.0411499321785026,0.0803110078775392,,,0.0
2019-01-25,38.86,40.22,37.83,40.04,39.72,3.0301002822928456,115457200,39.36,0.0146984287886466,0.0002160438088549,0.0410084796157761,0.0779840918174911,,,0.0
2019-01-28,34.14,35.41,32.75,34.5,34.23,1.0691995292801306,251152800,34.22,-0.1383616383616384,0.0191439429701168,0.0753779962989498,0.0772756873174557,-0.1531,,-0.1531
2019-01-29,34.04,34.53,32.75,32.9,32.64,-3.3418907582455053,115393200,33.39,-0.0463768115942029,0.0021508086536441,0.0748766809533079,0.0384004439871668,,0.5574,0.5574
2019-01-30,33.67,34.49,32.87,34.35,34.08,2.0197519863369715,97422800,33.9,0.0440729483282675,0.0019424247743461,0.0803110078775392,0.0197323513290955,,,0.0
2019-01-31,34.31,36.3,34.1,35.94,35.66,4.728256002571936,84285200,35.44,0.0462882096069867,0.0021425983486203,0.0779840918174911,0.0171732951698411,0.0,,0.0
2019-02-01,36.13,36.7,35.65,36.18,35.9,0.1591667820069203,62504800,36.17,0.0066777963272119,4.459296378772599e-05,0.0772756873174557,0.0256218828987277,,-0.25,-0.25
2019-02-04,36.34,37.67,36.12,37.29,37.0,2.6208957177105603,52859200,37.03,0.0306799336650083,0.0009412583296893,0.0384004439871668,0.0256101394116736,,,0.0
2019-02-05,37.42,37.86,37.08,37.49,37.19,0.1937672004873207,54242400,37.47,0.0053633681952267,2.8765718397569937e-05,0.0197323513290955,0.0216797715743716,0.296,,0.296
2019-02-06,37.82,38.9,37.77,38.25,37.95,1.13028494310449,70246400,38.31,0.0202720725526805,0.0004109569255811,0.0171732951698411,0.027078533026641,,,0.0
2019-02-07,37.78,37.81,36.42,36.85,36.57,-2.4548427855530437,63712000,37.03,-0.0366013071895424,0.0013396556879832,0.0256218828987277,0.025832640777359,,,0.0
2019-02-08,36.18,37.15,36.03,37.04,36.75,2.3909832138216727,46160400,36.74,0.0051560379918589,2.6584727773492673e-05,0.0256101394116736,0.0157018803025945,,,0.0
2019-02-11,36.6,37.15,36.13,36.61,36.33,0.0409836737482153,49518000,36.63,-0.011609071274298,0.0001347705358517,0.0216797715743716,0.0158589932049492,,,0.0
2019-02-12,37.0,37.95,36.85,37.79,37.5,2.1418918918918837,59106000,37.53,0.032231630701994,0.0010388780177097,0.027078533026641,0.0132473471246922,0.0,,0.0
2019-02-13,38.09,38.96,37.95,38.22,37.92,0.3412995536886322,60537200,38.38,0.0113786716062449,0.0001294741675227,0.025832640777359,0.0083355503429116,0.0,0.0,0.0
2019-02-14,38.21,38.92,37.78,38.63,38.33,1.105734129959011,82726400,38.44,0.0107273678702251,0.0001150764214231,0.0157018803025945,0.0145864031120515,0.7096,,0.7096
2019-02-15,40.74,40.97,39.1,39.33,39.03,-3.442773941522518,151674800,39.8,0.0181206316334454,0.000328357290795,0.0158589932049492,0.0166662149139273,,-0.25,-0.25
2019-02-19,39.23,39.97,39.03,39.16,38.85,-0.1720757078050932,55189200,39.39,-0.0043224002034071,1.8683143518413984e-05,0.0132473471246922,0.0155132906314665,0.296,,0.296
2019-02-20,39.46,40.31,39.34,39.64,39.33,0.4625497167634156,54098800,39.76,0.0122574055158326,0.0001502439899795,0.0083355503429115,0.016237208576603,,,0.0
2019-02-21,39.76,40.01,38.79,38.94,38.64,-2.068396883399904,44854800,39.25,-0.0176589303733603,0.0003118378219311,0.0145864031120515,0.0154092464787976,0.0,,0.0
2019-02-22,39.47,39.99,39.33,39.8,39.49,0.8425212213353439,40174000,39.7,0.0220852593733948,0.0004877586815901,0.0166662149139273,0.0137192814527882,,,0.0
2019-02-25,40.64,41.32,39.58,39.67,39.36,-2.3806545861381694,65602000,40.19,-0.0032663316582913,1.0668922501956496e-05,0.0155132906314665,0.0103300847556263,0.0,,0.0
2019-02-26,39.63,40.19,38.94,39.28,38.97,-0.8832757097791781,48846400,39.47,-0.0098311066296949,9.665065756443292e-05,0.016237208576603,0.010649834775504,,,0.0
2019-02-27,39.13,39.4,38.28,38.85,38.55,-0.709174528260307,50025600,38.84,-0.0109470468431771,0.0001198378345867,0.0154092464787976,0.0098088002235126,-0.25,,-0.25
2019-02-28,38.75,38.97,38.34,38.56,38.3,-0.4774219354838703,32494400,38.63,-0.0074646074646074,5.5720364600672816e-05,0.0137192814527882,0.015780477142393,,,0.0
2019-03-01,39.07,39.54,38.48,39.11,38.85,0.1151801339942364,35718800,39.04,0.0142634854771783,0.0002034470179576,0.0103300847556262,0.0170455213183337,,,0.0
2019-03-04,39.5,39.73,38.63,39.2,38.93,-0.7721518987341764,40999200,39.18,0.0023012017386858,5.295529442130849e-06,0.0106498347755039,0.0156443267940499,,,0.0
2019-03-05,39.04,39.51,38.49,39.13,38.86,0.236959346113833,36292400,39.05,-0.0017857142857142,3.188775510204059e-06,0.0098088002235125,0.0384318871026878,,,0.0
2019-03-06,39.04,39.13,37.99,38.01,37.75,-2.6319159161906693,40352400,38.37,-0.0286225402504473,0.0008192498103884,0.015780477142393,0.0381843571050507,,,0.0
2019-03-07,37.78,37.87,36.85,37.31,37.06,-1.217744475566144,45010400,37.35,-0.0184162062615099,0.0003391566530664,0.0170455213183337,0.0334215738101532,,,0.0
2019-03-08,36.42,37.77,36.2,37.66,37.4,3.4189179343974203,42241600,37.21,0.0093808630393994,8.80005913639706e-05,0.0156443267940498,0.0333072592269248,-0.3818,,-0.3818
2019-03-11,37.9,40.51,37.42,40.28,40.01,6.299890660330891,85972800,39.41,0.0695698353690918,0.0048399619932825,0.0384318871026878,0.0326264962185672,0.08895,,0.08895
2019-03-12,40.56,41.1,39.8,40.63,40.35,0.1602415915257382,57957600,40.51,0.0086891757696128,7.55017755552264e-05,0.0381843571050507,0.0223917515834318,0.0,,0.0
2019-03-13,41.01,42.45,40.93,42.15,41.87,2.7982661708224015,76890000,41.85,0.0374107802116661,0.0013995664760455,0.0334215738101532,0.0260964727165048,,,0.0
2019-03-14,42.25,42.37,41.31,41.39,41.11,-2.0297105857219737,51938400,41.69,-0.0180308422301304,0.0003251112715278,0.0333072592269248,0.0245755275442837,0.6808,,0.6808
2019-03-15,41.83,42.88,41.79,42.45,42.16,1.5002940466158097,66148400,42.38,0.025610050736893,0.0006558746987462,0.0326264962185672,0.0274343510287166,0.0,,0.0
2019-03-18,42.77,43.31,41.97,42.24,41.95,-1.2450339022679529,48699200,42.5,-0.0049469964664311,2.447277403888231e-05,0.0223917515834318,0.0369576100604132,,,0.0
2019-03-19,43.19,44.38,43.02,43.93,43.63,1.7075781826250949,85497200,43.77,0.0400094696969697,0.0016007576654327,0.0260964727165048,0.0391475436768843,0.273,,0.273
2019-03-20,44.22,44.76,43.25,43.6,43.3,-1.4020872591115592,71914800,43.87,-0.0075119508308671,5.642940528536638e-05,0.0245755275442836,0.0354385555250767,0.0,,0.0
2019-03-21,43.83,46.25,43.78,45.99,45.67,4.910742029316132,82431200,45.34,0.054816513761468,0.0030048501809612,0.0274343510287166,0.0351618572149777,0.66885,,0.66885
2019-03-22,45.71,46.2,44.24,44.38,44.07,-2.9205841811547693,74764400,44.94,-0.035007610350076,0.0012255327824227,0.0369576100604132,0.0208412756452542,0.5606,,0.5606
2019-03-25,43.97,44.61,42.78,43.45,43.15,-1.1827590128511387,52521200,43.61,-0.0209553853086975,0.0004391281734359,0.0391475436768843,0.015140827741131,0.32735,,0.32735
2019-03-26,44.87,45.44,43.65,44.22,43.92,-1.459695772250366,70350800,44.44,0.0177215189873416,0.0003140522352187,0.0354385555250767,0.0082882584633698,0.5543,,0.5543
2019-03-27,44.47,44.94,43.42,44.13,43.83,-0.7869545041913197,47437200,44.16,-0.002035278154681,4.1423571669220015e-06,0.0351618572149777,0.0071209058678555,,,0.0
2019-03-28,44.39,44.97,43.78,44.31,44.01,-0.1689687373929888,48026400,44.35,0.0040788579197823,1.6637081929771222e-05,0.0208412756452542,0.0108996932210098,,,0.0
2019-03-29,44.99,45.13,44.48,44.89,44.59,-0.2111859461779134,45689600,44.83,0.0130895960279846,0.0001713375241758,0.015140827741131,0.0124016287023397,0.7269,,0.7269
2019-04-01,45.81,45.88,45.09,45.57,45.26,-0.53475718726961,48382400,45.51,0.0151481398975272,0.000229466142355,0.0082882584633697,0.012441527370982,0.0,,0.0
2019-04-02,45.81,46.2,45.38,45.75,45.44,-0.1364256480218281,44092000,45.78,0.0039499670836076,1.5602239961583682e-05,0.0071209058678554,0.0127823653652986,,,0.0
2019-04-03,46.25,47.75,46.2,47.15,46.83,1.9567545945945872,78350400,47.04,0.0306010928961748,0.0009364268864403,0.0108996932210098,0.0166772413178137,0.41,,0.41
2019-04-04,47.0,47.49,46.43,47.06,46.75,0.1382957446808516,45737600,47.0,-0.0019088016967125,3.64352391737287e-06,0.0124016287023396,0.011945425041472,,,0.0
